 219.16919, 74.244916, 24.961127, 38.141472, 19.646887, 17.605074, 15.124064, 11.769905,  9.084643, 13.979978,   2.76522, 13.223822,  5.808029, 12.261627,  1.581921,  7.595898,  3.133377,  2.517178, 11.648292,  2.984517,   4.53012,  2.058011,   1.88282,  1.782025,  1.479122,  4.426696,  9.087963,   8.29785,  7.099477,  1.413748,  5.270635,  1.797113,  8.722864,   3.81776,  6.293596,  2.737762,  1.170954,  4.968345,  3.049954,         0,  2.962143,   2.67122,  5.842896,  5.152357,  3.552065,  2.334582,  5.338642,  5.895475,  9.007668,  1.594832,         0
 74.244916,241.742828, 26.942296,  32.57309, 19.575013, 21.048803, 10.763382, 18.762955,   13.2754, 10.317656, 12.857153,  6.587723,   8.48728,  5.701159,  8.406046,  3.784055,  1.387517,  6.687919,  3.315908,  3.964798,  4.513547,  4.784459,  1.250622,  2.367341,  4.912369,         0,  6.898831,  6.889578,   3.14378,  5.634305,  6.126579,   4.77477,  7.242461,  5.705691,  2.090191,  3.636995,  6.222242,  3.300113,  2.701152,  1.174322,  1.967538,  3.548597,  3.104811,  5.133508,   2.35938,   5.42743,  4.432593,  3.915939,  5.128409,  2.118664,  4.609227
 24.961127, 26.942296, 168.79225, 31.028023,  9.323247, 22.556675,   3.07585, 23.458255,  7.759859,  8.845425,  3.936629,  4.706431,  6.614751,  8.727961,  4.504115,  5.406844,  5.947659,         0,         0,  6.373236,         0,  4.394745,  6.701061,   2.53693,  8.422842,         0,  3.696521,  8.859751,  1.684495,  2.012643,  3.751696,         0,  3.104515,  1.358762,  4.479851,  3.897538,  3.333992,         0,  1.447327, 10.067574,  8.433945,  5.704211,  4.990846,  5.501256,  5.056798,  4.985344,  7.600208,         0,  3.663861,         0,  3.951534
 38.141472,  32.57309, 31.028023,257.378884, 24.422137, 30.637675, 18.800024, 29.261249,   22.5854, 27.032234,  27.49854,  21.91723,  8.663631,  6.096744,   7.86565,         0,  5.193274,         0, 12.410959,   7.41983,         0, 12.791093,  2.340447,  4.430306, 11.031768,         0,  9.682994,         0,  2.941677,   7.02946,  3.275842,         0,         0,  2.372841,  3.911639,  3.403185,  2.911118,   4.11728,  5.055009,  4.395315,         0,  6.640939, 11.620855, 12.809312,   5.88721,  2.902011,         0,  3.664196,  12.79659,  3.964925,  6.900665
 19.646887, 19.575013,  9.323247, 24.422137,200.580795, 47.344918, 17.753997, 24.618636, 19.001983,  4.641485,  8.262714,  6.585652,  8.677443, 10.991636, 11.817286,         0,  6.241864,  7.521543,  4.972298,  4.458995, 10.152288,  4.612135,  5.626027,  5.324843,  6.629613,  6.613673,  5.819059,  6.198671,   1.76782,    4.2244,  5.905915,  5.369928,  6.516166,  5.703897,  9.402901,  2.045166,  3.498911,  2.474306,         0,         0,         0,  1.995458, 12.221351,    9.6223,         0, 10.463896,  5.982119,  2.202023,  1.922549,  4.765495,     4.147
 17.605074, 21.048803, 22.556675, 30.637675, 47.344918,149.900159, 72.891706, 28.363027, 27.729998, 21.211495, 13.327213, 13.277777, 12.129991,  8.864392,  7.624201,  4.576134,  3.355905,  8.087835,  4.009995,   4.79471, 12.736089,  1.653127,  5.293407,   4.29431,  8.316879, 21.334838, 12.514344,  4.999024,  3.801837,  6.813679,  2.116856,  5.774227,  1.751691,  4.600005,   2.52771,  4.398291,  1.881171,  6.651488,  1.633279,  2.840263,  4.758767,  1.072847,  4.693389,  4.138703,  3.804328,  2.812929,  8.576679,  3.551718,  7.235537,  5.124286, 11.148062
 15.124064, 10.763382,   3.07585, 18.800024, 17.753997, 72.891706,142.704025, 59.174431, 48.360703, 23.734859, 24.533709, 19.010992, 15.459075, 14.505085,  17.93385,  8.424082,  8.237061, 12.407232,  7.381892,   6.61984,  3.349361,  2.535997,   4.17621,  7.026916,  7.290628, 19.637365, 12.798511,  8.180061,  6.415474,  5.574719,  4.546341,  5.314809,  2.149761,  2.822675,  6.204258,  6.072522,  5.771661,  5.714122,   3.00666,  3.485709,  3.650119,  3.949952,  4.607964,  5.079218,  6.419678,  5.753606,  7.236431,  8.717683,  11.41689,  4.716581,  8.892939
 11.769905, 18.762955, 23.458255, 29.261249, 24.618636, 28.363027, 59.174431,194.678113, 81.961637, 33.367021,  38.60971, 29.589609, 36.180972, 19.754352, 10.194347, 12.237531, 12.339782, 10.814274, 14.298077,  6.411025,  9.731127,  9.946808,  8.088953,  1.913979, 11.120529,  9.508964, 11.155317,  8.912284,  6.354312,   6.07373,   7.07614,  5.790555,  2.342192,  2.050228,  5.069715,  7.351214,  3.772981,  3.557492,  6.551591,  5.696588,  3.181482,  1.434508, 11.295986,  4.150406,  5.086781,  3.761178, 11.467909,  1.583005,  4.146284,  1.712926,  7.453058
  9.084643,   13.2754,  7.759859,   22.5854, 19.001983, 27.729998, 48.360703, 81.961637,221.418343, 46.358019, 34.385819, 35.628599, 25.037474,  28.46194,  13.11424, 20.465429,  9.524505, 12.520555, 16.554033,  6.185466, 16.899761, 11.942745,  6.243487, 17.727741,  9.809623, 18.348819, 19.373112,  22.35668,  2.942759, 14.064091,  1.092349,  8.938921,   1.80783,  7.121141,  3.913078, 11.348122,  5.824377,  5.491726,   5.89968, 11.725153,  6.139097,  6.643382,  7.750086,  16.01753,   3.92625,   6.77385,   6.63866, 10.996633, 12.801297,  11.89915, 10.354805
 13.979978, 10.317656,  8.845425, 27.032234,  4.641485, 21.211495, 23.734859, 33.367021, 46.358019, 234.49203, 48.995279, 36.707779, 32.107602, 24.332717, 19.059791, 10.766972,  9.623193,  8.920074,  4.717465,  5.288086,  1.605329,  7.292933,   5.33769,  8.840897, 14.676297,         0, 17.482623,  1.470246,  6.708873,  8.015793,  9.338722,  7.642073,   7.72776,  6.088015,  6.690747,  2.910525,  6.639178,   7.04249,         0,  2.506021,  8.397511,  6.626164,  5.797499, 10.954982,  5.034952,  4.963807,  7.567375, 14.624175, 10.032092,   4.52126,  4.918079
